"x","y","year","env1","env2"
0,586,0,-1.43258569873304,-1.16531216570197
1,586,0,-1.43258569873304,-1.16531216570197
2,586,0,-1.43258569873304,-1.16531216570197
3,586,0,-1.43258569873304,-1.16531216570197
4,586,0,-1.43258569873304,-1.16531216570197
5,586,0,-1.43258569873304,-1.16531216570197
6,586,0,-1.43258569873304,-1.16531216570197
7,586,0,-1.43258569873304,-1.16531216570197
8,586,0,-1.43258569873304,-1.16531216570197
9,586,0,-1.43258569873304,-1.16531216570197
10,586,0,-1.43258569873304,-1.16531216570197
11,586,0,-1.43258569873304,-1.16531216570197
12,586,0,-1.43258569873304,-1.16531216570197
13,586,0,-1.43258569873304,-1.16531216570197
14,586,0,-1.43258569873304,-1.16531216570197
15,586,0,-1.43258569873304,-1.16531216570197
16,586,0,-1.43258569873304,-1.16531216570197
17,586,0,-1.43258569873304,-1.16531216570197
18,586,0,-1.43258569873304,-1.16531216570197
19,586,0,-1.43258569873304,-1.16531216570197
20,586,0,-1.43258569873304,-1.16531216570197
21,586,0,-1.43258569873304,-1.16531216570197
22,586,0,-1.43258569873304,-1.16531216570197
23,586,0,-1.43258569873304,-1.16531216570197
24,586,0,-1.43258569873304,-1.16531216570197
25,586,0,-1.43258569873304,-1.16531216570197
26,586,0,-1.43258569873304,-1.16531216570197
0,585,0,-1.42813419603726,-1.16380350329205
1,585,0,-1.42813419603726,-1.16380350329205
2,585,0,-1.42813419603726,-1.16380350329205
3,585,0,-1.42813419603726,-1.16380350329205
4,585,0,-1.42813419603726,-1.16380350329205
5,585,0,-1.42813419603726,-1.16380350329205
6,585,0,-1.42813419603726,-1.16380350329205
7,585,0,-1.42813419603726,-1.16380350329205
8,585,0,-1.42813419603726,-1.16380350329205
9,585,0,-1.42813419603726,-1.16380350329205
10,585,0,-1.42813419603726,-1.16380350329205
11,585,0,-1.42813419603726,-1.16380350329205
12,585,0,-1.42813419603726,-1.16380350329205
13,585,0,-1.42813419603726,-1.16380350329205
14,585,0,-1.42813419603726,-1.16380350329205
15,585,0,-1.42813419603726,-1.16380350329205
16,585,0,-1.42813419603726,-1.16380350329205
17,585,0,-1.42813419603726,-1.16380350329205
18,585,0,-1.42813419603726,-1.16380350329205
19,585,0,-1.42813419603726,-1.16380350329205
20,585,0,-1.42813419603726,-1.16380350329205
21,585,0,-1.42813419603726,-1.16380350329205
22,585,0,-1.42813419603726,-1.16380350329205
23,585,0,-1.42813419603726,-1.16380350329205
24,585,0,-1.42813419603726,-1.16380350329205
25,585,0,-1.42813419603726,-1.16380350329205
26,585,0,-1.42813419603726,-1.16380350329205
0,584,0,-1.42368269334148,-1.16229484088213
1,584,0,-1.42368269334148,-1.16229484088213
2,584,0,-1.42368269334148,-1.16229484088213
3,584,0,-1.42368269334148,-1.16229484088213
4,584,0,-1.42368269334148,-1.16229484088213
5,584,0,-1.42368269334148,-1.16229484088213
6,584,0,-1.42368269334148,-1.16229484088213
7,584,0,-1.42368269334148,-1.16229484088213
8,584,0,-1.42368269334148,-1.16229484088213
9,584,0,-1.42368269334148,-1.16229484088213
10,584,0,-1.42368269334148,-1.16229484088213
11,584,0,-1.42368269334148,-1.16229484088213
12,584,0,-1.42368269334148,-1.16229484088213
13,584,0,-1.42368269334148,-1.16229484088213
14,584,0,-1.42368269334148,-1.16229484088213
15,584,0,-1.42368269334148,-1.16229484088213
16,584,0,-1.42368269334148,-1.16229484088213
17,584,0,-1.42368269334148,-1.16229484088213
18,584,0,-1.42368269334148,-1.16229484088213
19,584,0,-1.42368269334148,-1.16229484088213
20,584,0,-1.42368269334148,-1.16229484088213
21,584,0,-1.42368269334148,-1.16229484088213
22,584,0,-1.42368269334148,-1.16229484088213
23,584,0,-1.42368269334148,-1.16229484088213
24,584,0,-1.42368269334148,-1.16229484088213
25,584,0,-1.42368269334148,-1.16229484088213
26,584,0,-1.42368269334148,-1.16229484088213
0,583,0,-1.4192311906457,-1.1607861784722
1,583,0,-1.4192311906457,-1.1607861784722
2,583,0,-1.4192311906457,-1.1607861784722
3,583,0,-1.4192311906457,-1.1607861784722
4,583,0,-1.4192311906457,-1.1607861784722
5,583,0,-1.4192311906457,-1.1607861784722
6,583,0,-1.4192311906457,-1.1607861784722
7,583,0,-1.4192311906457,-1.1607861784722
8,583,0,-1.4192311906457,-1.1607861784722
9,583,0,-1.4192311906457,-1.1607861784722
10,583,0,-1.4192311906457,-1.1607861784722
11,583,0,-1.4192311906457,-1.1607861784722
12,583,0,-1.4192311906457,-1.1607861784722
13,583,0,-1.4192311906457,-1.1607861784722
14,583,0,-1.4192311906457,-1.1607861784722
15,583,0,-1.4192311906457,-1.1607861784722
16,583,0,-1.4192311906457,-1.1607861784722
17,583,0,-1.4192311906457,-1.1607861784722
18,583,0,-1.4192311906457,-1.1607861784722
19,583,0,-1.4192311906457,-1.1607861784722
20,583,0,-1.4192311906457,-1.1607861784722
21,583,0,-1.4192311906457,-1.1607861784722
22,583,0,-1.4192311906457,-1.1607861784722
23,583,0,-1.4192311906457,-1.1607861784722
24,583,0,-1.4192311906457,-1.1607861784722
25,583,0,-1.4192311906457,-1.1607861784722
26,583,0,-1.4192311906457,-1.1607861784722
0,582,0,-1.41477968794992,-1.15927751606228
1,582,0,-1.41477968794992,-1.15927751606228
2,582,0,-1.41477968794992,-1.15927751606228
3,582,0,-1.41477968794992,-1.15927751606228
4,582,0,-1.41477968794992,-1.15927751606228
5,582,0,-1.41477968794992,-1.15927751606228
6,582,0,-1.41477968794992,-1.15927751606228
7,582,0,-1.41477968794992,-1.15927751606228
8,582,0,-1.41477968794992,-1.15927751606228
9,582,0,-1.41477968794992,-1.15927751606228
10,582,0,-1.41477968794992,-1.15927751606228
11,582,0,-1.41477968794992,-1.15927751606228
12,582,0,-1.41477968794992,-1.15927751606228
13,582,0,-1.41477968794992,-1.15927751606228
14,582,0,-1.41477968794992,-1.15927751606228
15,582,0,-1.41477968794992,-1.15927751606228
16,582,0,-1.41477968794992,-1.15927751606228
17,582,0,-1.41477968794992,-1.15927751606228
18,582,0,-1.41477968794992,-1.15927751606228
19,582,0,-1.41477968794992,-1.15927751606228
20,582,0,-1.41477968794992,-1.15927751606228
21,582,0,-1.41477968794992,-1.15927751606228
22,582,0,-1.41477968794992,-1.15927751606228
23,582,0,-1.41477968794992,-1.15927751606228
24,582,0,-1.41477968794992,-1.15927751606228
25,582,0,-1.41477968794992,-1.15927751606228
26,582,0,-1.41477968794992,-1.15927751606228
0,581,0,-1.41032818525414,-1.15776885365235
1,581,0,-1.41032818525414,-1.15776885365235
2,581,0,-1.41032818525414,-1.15776885365235
3,581,0,-1.41032818525414,-1.15776885365235
4,581,0,-1.41032818525414,-1.15776885365235
5,581,0,-1.41032818525414,-1.15776885365235
6,581,0,-1.41032818525414,-1.15776885365235
7,581,0,-1.41032818525414,-1.15776885365235
8,581,0,-1.41032818525414,-1.15776885365235
9,581,0,-1.41032818525414,-1.15776885365235
10,581,0,-1.41032818525414,-1.15776885365235
11,581,0,-1.41032818525414,-1.15776885365235
12,581,0,-1.41032818525414,-1.15776885365235
13,581,0,-1.41032818525414,-1.15776885365235
14,581,0,-1.41032818525414,-1.15776885365235
15,581,0,-1.41032818525414,-1.15776885365235
16,581,0,-1.41032818525414,-1.15776885365235
17,581,0,-1.41032818525414,-1.15776885365235
18,581,0,-1.41032818525414,-1.15776885365235
19,581,0,-1.41032818525414,-1.15776885365235
20,581,0,-1.41032818525414,-1.15776885365235
21,581,0,-1.41032818525414,-1.15776885365235
22,581,0,-1.41032818525414,-1.15776885365235
23,581,0,-1.41032818525414,-1.15776885365235
24,581,0,-1.41032818525414,-1.15776885365235
25,581,0,-1.41032818525414,-1.15776885365235
26,581,0,-1.41032818525414,-1.15776885365235
0,580,0,-1.40587668255836,-1.15626019124243
1,580,0,-1.40587668255836,-1.15626019124243
2,580,0,-1.40587668255836,-1.15626019124243
3,580,0,-1.40587668255836,-1.15626019124243
4,580,0,-1.40587668255836,-1.15626019124243
5,580,0,-1.40587668255836,-1.15626019124243
6,580,0,-1.40587668255836,-1.15626019124243
7,580,0,-1.40587668255836,-1.15626019124243
8,580,0,-1.40587668255836,-1.15626019124243
9,580,0,-1.40587668255836,-1.15626019124243
10,580,0,-1.40587668255836,-1.15626019124243
11,580,0,-1.40587668255836,-1.15626019124243
12,580,0,-1.40587668255836,-1.15626019124243
13,580,0,-1.40587668255836,-1.15626019124243
14,580,0,-1.40587668255836,-1.15626019124243
15,580,0,-1.40587668255836,-1.15626019124243
16,580,0,-1.40587668255836,-1.15626019124243
17,580,0,-1.40587668255836,-1.15626019124243
18,580,0,-1.40587668255836,-1.15626019124243
19,580,0,-1.40587668255836,-1.15626019124243
20,580,0,-1.40587668255836,-1.15626019124243
21,580,0,-1.40587668255836,-1.15626019124243
22,580,0,-1.40587668255836,-1.15626019124243
23,580,0,-1.40587668255836,-1.15626019124243
24,580,0,-1.40587668255836,-1.15626019124243
25,580,0,-1.40587668255836,-1.15626019124243
26,580,0,-1.40587668255836,-1.15626019124243
0,579,0,-1.40142517986258,-1.15475152883251
1,579,0,-1.40142517986258,-1.15475152883251
2,579,0,-1.40142517986258,-1.15475152883251
3,579,0,-1.40142517986258,-1.15475152883251
4,579,0,-1.40142517986258,-1.15475152883251
5,579,0,-1.40142517986258,-1.15475152883251
6,579,0,-1.40142517986258,-1.15475152883251
7,579,0,-1.40142517986258,-1.15475152883251
8,579,0,-1.40142517986258,-1.15475152883251
9,579,0,-1.40142517986258,-1.15475152883251
10,579,0,-1.40142517986258,-1.15475152883251
11,579,0,-1.40142517986258,-1.15475152883251
12,579,0,-1.40142517986258,-1.15475152883251
13,579,0,-1.40142517986258,-1.15475152883251
14,579,0,-1.40142517986258,-1.15475152883251
15,579,0,-1.40142517986258,-1.15475152883251
16,579,0,-1.40142517986258,-1.15475152883251
17,579,0,-1.40142517986258,-1.15475152883251
18,579,0,-1.40142517986258,-1.15475152883251
19,579,0,-1.40142517986258,-1.15475152883251
20,579,0,-1.40142517986258,-1.15475152883251
21,579,0,-1.40142517986258,-1.15475152883251
22,579,0,-1.40142517986258,-1.15475152883251
